ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8115210	8.81e-01	7.15e-01	0.3695422	-6.381017	0.1460144	TNIP1	TNFAIP3 interacting protein 1
8074030	8.81e-01	7.15e-01	0.3693661	-6.381083	0.0546527	PPP6R2	protein phosphatase 6 regulatory subunit 2
8007530	8.81e-01	7.15e-01	-0.3693473	-6.38109	-0.0815985	C17orf105	chromosome 17 open reading frame 105
8117128	8.81e-01	7.15e-01	0.3693016	-6.381107	0.1326619	E2F3	E2F transcription factor 3
8168416	8.81e-01	7.16e-01	-0.3692046	-6.381143	-0.2826093	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)
8109819	8.81e-01	7.16e-01	0.3691548	-6.381162	0.0748386	FBLL1	fibrillarin-like 1
8094936	8.81e-01	7.16e-01	-0.368874	-6.381267	-0.0709249	LOC280665	anti-CNG alpha 1 cation channel translation product-like
7896865	8.81e-01	7.16e-01	0.3688226	-6.381286	0.0809417	TTLL10	tubulin tyrosine ligase like 10
8003571	8.81e-01	7.16e-01	-0.3688149	-6.381289	-0.101455	PRDM7	PR/SET domain 7
8107850	8.81e-01	7.16e-01	-0.3687175	-6.381326	-0.136086	CHSY3	chondroitin sulfate synthase 3
8066459	8.81e-01	7.16e-01	-0.3686535	-6.381349	-0.0931577		
8031576	8.82e-01	7.16e-01	-0.368428	-6.381434	-0.1278604	NLRP4	NLR family pyrin domain containing 4
8093360	8.82e-01	7.16e-01	-0.3684018	-6.381443	-0.1215355	PDE6B	phosphodiesterase 6B
7985032	8.82e-01	7.16e-01	-0.3682645	-6.381495	-0.112854		
8003193	8.82e-01	7.16e-01	0.3682527	-6.381499	0.0777996	FAM92B	family with sequence similarity 92 member B
8110289	8.82e-01	7.16e-01	0.3681784	-6.381527	0.1054958	NSD1	nuclear receptor binding SET domain protein 1
8004364	8.82e-01	7.16e-01	-0.368169	-6.38153	-0.0894564	TMEM95	transmembrane protein 95
8041640	8.82e-01	7.16e-01	-0.3681316	-6.381544	-0.1014547	LINC01126	long intergenic non-protein coding RNA 1126
7894176	8.82e-01	7.16e-01	-0.3679462	-6.381614	-0.1459932		
7893508	8.82e-01	7.16e-01	-0.3679269	-6.381621	-0.1758263		
8115673	8.82e-01	7.17e-01	0.3677752	-6.381677	0.0591567		
7970150	8.82e-01	7.17e-01	-0.3677431	-6.381689	-0.0627971	SPACA7	sperm acrosome associated 7
8004506	8.82e-01	7.17e-01	0.3677137	-6.3817	0.1371616	SNORA48///EIF4A1	small nucleolar RNA, H/ACA box 48///eukaryotic translation initiation factor 4A1
7948213	8.82e-01	7.17e-01	-0.3676916	-6.381708	-0.1244148	PRG3	proteoglycan 3, pro eosinophil major basic protein 2
7923164	8.82e-01	7.17e-01	0.3676293	-6.381732	0.0504076	ATP6V1G3	ATPase H+ transporting V1 subunit G3
8093230	8.82e-01	7.17e-01	0.36761	-6.381739	0.1182168	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein
8002939	8.82e-01	7.17e-01	0.3675379	-6.381766	0.0901569		
7898516	8.82e-01	7.17e-01	0.3674631	-6.381794	0.0935632	ACTL8	actin like 8
8098246	8.82e-01	7.17e-01	-0.3673985	-6.381818	-0.0472845	ANXA10	annexin A10
7894794	8.82e-01	7.17e-01	-0.3673126	-6.38185	-0.2097136		
8064111	8.82e-01	7.17e-01	-0.3672269	-6.381882	-0.0722049	RTEL1-TNFRSF6B///RTEL1///TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1///TNF receptor superfamily member 6b
7924603	8.82e-01	7.17e-01	0.3671539	-6.381909	0.196463	LBR	lamin B receptor
8069559	8.82e-01	7.17e-01	0.3671393	-6.381914	0.0450948		
8015262	8.82e-01	7.17e-01	0.366879	-6.382011	0.0970856	KRT33B	keratin 33B
8092922	8.82e-01	7.17e-01	0.3666289	-6.382104	0.0775945	XXYLT1	xyloside xylosyltransferase 1
8098291	8.82e-01	7.17e-01	0.3666151	-6.382109	0.2809629	CLCN3	chloride voltage-gated channel 3
7975410	8.82e-01	7.17e-01	0.366612	-6.38211	0.0895591		
8118228	8.82e-01	7.17e-01	0.3665653	-6.382128	0.1262154	LY6G5B	lymphocyte antigen 6 complex, locus G5B
7895980	8.82e-01	7.17e-01	-0.3665519	-6.382133	-0.1735625		
8103166	8.82e-01	7.18e-01	-0.3664813	-6.382159	-0.0907175	SH3D19	SH3 domain containing 19
8110068	8.82e-01	7.18e-01	-0.3664692	-6.382163	-0.0870349	C5orf47	chromosome 5 open reading frame 47
8118726	8.82e-01	7.18e-01	-0.3662936	-6.382229	-0.0588215	GGNBP1	gametogenetin binding protein 1 (pseudogene)
7921462	8.82e-01	7.18e-01	0.3662796	-6.382234	0.1395833	VSIG8	V-set and immunoglobulin domain containing 8
8070912	8.82e-01	7.18e-01	0.3662431	-6.382247	0.1073265	SLC19A1	solute carrier family 19 member 1
8091103	8.82e-01	7.18e-01	0.3662147	-6.382258	0.2239326	TFDP2	transcription factor Dp-2
8103041	8.82e-01	7.18e-01	0.3661716	-6.382274	0.0737668		
7903667	8.82e-01	7.18e-01	0.3661572	-6.382279	0.0882289	SYPL2	synaptophysin like 2
8096905	8.82e-01	7.18e-01	0.3661485	-6.382282	0.122019	AP1AR	adaptor related protein complex 1 associated regulatory protein
8070714	8.82e-01	7.18e-01	0.3661249	-6.382291	0.0697759		
7896007	8.82e-01	7.18e-01	0.3660935	-6.382303	0.0788112		
8088844	8.82e-01	7.18e-01	-0.366068	-6.382312	-0.090088		
7967654	8.82e-01	7.18e-01	-0.3660375	-6.382324	-0.0401114		
8050537	8.82e-01	7.18e-01	-0.3660372	-6.382324	-0.0660407	MATN3	matrilin 3
7959408	8.82e-01	7.18e-01	-0.3659803	-6.382345	-0.1356424	KNTC1	kinetochore associated 1
8078248	8.82e-01	7.18e-01	0.3659274	-6.382364	0.0903577	CTCFL///SP100///HMGB1	CCCTC-binding factor like///SP100 nuclear antigen///high mobility group box 1
8042113	8.82e-01	7.18e-01	-0.3659147	-6.382369	-0.1153986		
8127362	8.82e-01	7.18e-01	-0.3659146	-6.382369	-0.0597872		
8020806	8.82e-01	7.18e-01	-0.3658782	-6.382383	-0.1544716	RNF125	ring finger protein 125
7892659	8.82e-01	7.18e-01	0.365844	-6.382395	0.1315152		
8115679	8.82e-01	7.18e-01	0.3658253	-6.382402	0.1472455		
7917695	8.82e-01	7.18e-01	-0.365778	-6.38242	-0.068438		
8031622	8.82e-01	7.18e-01	0.3657579	-6.382427	0.0799909	GALP	galanin like peptide
7944838	8.82e-01	7.18e-01	-0.3657438	-6.382433	-0.078138	OR8G5	olfactory receptor family 8 subfamily G member 5
8067867	8.82e-01	7.18e-01	0.3657012	-6.382448	0.1092316		
7976216	8.82e-01	7.18e-01	-0.3654781	-6.382531	-0.0814631	C14orf159///PIGF	chromosome 14 open reading frame 159///phosphatidylinositol glycan anchor biosynthesis class F
8053288	8.82e-01	7.18e-01	-0.3654657	-6.382536	-0.2010559	GCFC2	GC-rich sequence DNA-binding factor 2
8139678	8.83e-01	7.18e-01	-0.3652321	-6.382622	-0.0688005		
7893356	8.83e-01	7.18e-01	0.365214	-6.382629	0.186271		
8008289	8.83e-01	7.18e-01	0.3651586	-6.382649	0.0750829	TMEM92	transmembrane protein 92
8102039	8.83e-01	7.19e-01	-0.3649438	-6.382729	-0.0807388	SLC9B1	solute carrier family 9 member B1
7914270	8.83e-01	7.19e-01	-0.3649268	-6.382735	-0.1212986	LAPTM5	lysosomal protein transmembrane 5
7978166	8.83e-01	7.19e-01	0.3647912	-6.382785	0.0822982	TM9SF1	transmembrane 9 superfamily member 1
8149350	8.83e-01	7.19e-01	-0.3645371	-6.382879	-0.0566482	DEFB134	defensin beta 134
7972365	8.83e-01	7.19e-01	-0.364537	-6.382879	-0.0807005		
7926356	8.83e-01	7.19e-01	0.3645225	-6.382885	0.1298346	PTER	phosphotriesterase related
7894168	8.83e-01	7.19e-01	-0.3644654	-6.382906	-0.1572119		
7895806	8.83e-01	7.19e-01	0.3644447	-6.382913	0.2352946		
7989037	8.83e-01	7.19e-01	0.3644399	-6.382915	0.1238992	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
8029050	8.83e-01	7.19e-01	0.3643774	-6.382938	0.1385147	CCDC97	coiled-coil domain containing 97
8149383	8.83e-01	7.19e-01	-0.3643639	-6.382943	-0.0747179	FAM90A2P///FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1	family with sequence similarity 90, member A2 pseudogene///putative protein FAM90A10///putative protein FAM90A7///family with sequence similarity 90, member A7 pseudogene///family with sequence similarity 90 member A1
7990138	8.83e-01	7.19e-01	-0.3642311	-6.382992	-0.0672792	GRAMD2	GRAM domain containing 2
8069146	8.83e-01	7.19e-01	0.3641599	-6.383019	0.0956764	KRTAP10-7	keratin associated protein 10-7
7962343	8.83e-01	7.19e-01	-0.3640856	-6.383046	-0.0703253		
8043187	8.83e-01	7.19e-01	0.3639482	-6.383097	0.1069318	MAT2A	methionine adenosyltransferase 2A
7896203	8.83e-01	7.20e-01	-0.3637852	-6.383157	-0.2472927		
7948282	8.83e-01	7.20e-01	-0.3637803	-6.383159	-0.1496605	YPEL4	yippee like 4
8153911	8.83e-01	7.20e-01	0.3637776	-6.38316	0.0736412	COMMD5	COMM domain containing 5
8150036	8.83e-01	7.20e-01	0.3637412	-6.383173	0.1684032	KIF13B	kinesin family member 13B
7935690	8.83e-01	7.20e-01	0.3637313	-6.383177	0.0444447		
7938074	8.83e-01	7.20e-01	0.3637041	-6.383187	0.0751358		
7946306	8.83e-01	7.20e-01	-0.3636101	-6.383221	-0.061249	OVCH2	ovochymase 2 (gene/pseudogene)
8101675	8.83e-01	7.20e-01	0.3636088	-6.383222	0.2081435	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
7967386	8.83e-01	7.20e-01	-0.3636077	-6.383222	-0.1245419	MPHOSPH9	M-phase phosphoprotein 9
7893313	8.83e-01	7.20e-01	0.3635669	-6.383237	0.0993293		
7897960	8.83e-01	7.20e-01	-0.3635658	-6.383238	-0.0958771	AADACL3	arylacetamide deacetylase like 3
7895977	8.83e-01	7.20e-01	0.3634318	-6.383287	0.1238641		
7894245	8.83e-01	7.20e-01	-0.3634093	-6.383295	-0.0802259		
8103695	8.83e-01	7.20e-01	-0.3633467	-6.383318	-0.1663285	MFAP3L	microfibrillar associated protein 3 like
7990309	8.83e-01	7.20e-01	-0.3633327	-6.383324	-0.0696458	STRA6	stimulated by retinoic acid 6
8130598	8.83e-01	7.20e-01	0.3633044	-6.383334	0.1449299	LPAL2	lipoprotein(a) like 2, pseudogene
7895035	8.83e-01	7.20e-01	0.3631728	-6.383382	0.2867261		
8024566	8.83e-01	7.20e-01	0.3631646	-6.383386	0.108436	GNA11	G protein subunit alpha 11
8102311	8.83e-01	7.20e-01	0.3631489	-6.383391	0.1374096	CASP6	caspase 6
8032623	8.83e-01	7.20e-01	0.3630165	-6.38344	0.1072286	TBXA2R	thromboxane A2 receptor
8029318	8.83e-01	7.20e-01	0.362981	-6.383453	0.0668868	IRGC	immunity related GTPase cinema
8098177	8.83e-01	7.20e-01	-0.3629672	-6.383458	-0.1871568	KLHL2	kelch like family member 2
7992191	8.83e-01	7.20e-01	-0.3629227	-6.383475	-0.1370769	TPSD1	tryptase delta 1
7964722	8.83e-01	7.20e-01	-0.362853	-6.3835	-0.0575026	WIF1	WNT inhibitory factor 1
7892683	8.83e-01	7.20e-01	0.3628055	-6.383518	0.2785308		
8110392	8.83e-01	7.20e-01	-0.3627827	-6.383526	-0.1056872	TMED9	transmembrane p24 trafficking protein 9
7979730	8.83e-01	7.20e-01	0.362753	-6.383537	0.0416403		
8007134	8.83e-01	7.20e-01	-0.3626678	-6.383568	-0.0760229	KRTAP9-6///KRTAP9-7///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9	keratin associated protein 9-6///keratin associated protein 9-7///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
8029640	8.83e-01	7.20e-01	0.3625631	-6.383607	0.1060647	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
7995312	8.83e-01	7.20e-01	-0.3625597	-6.383608	-0.0620355		
8034326	8.83e-01	7.20e-01	-0.3625059	-6.383628	-0.1468414		
8055085	8.84e-01	7.21e-01	-0.3623866	-6.383672	-0.1425169		
8065719	8.84e-01	7.21e-01	0.3623451	-6.383687	0.0870895	PXMP4	peroxisomal membrane protein 4
8178404	8.84e-01	7.21e-01	-0.3622814	-6.38371	-0.0967892	MDC1	mediator of DNA damage checkpoint 1
8102065	8.84e-01	7.21e-01	-0.3622724	-6.383714	-0.2051984	BDH2	3-hydroxybutyrate dehydrogenase, type 2
8096440	8.84e-01	7.21e-01	-0.3622541	-6.38372	-0.095522	GRID2	glutamate ionotropic receptor delta type subunit 2
8102247	8.84e-01	7.21e-01	0.3622507	-6.383722	0.1330983	RPL34-AS1	RPL34 antisense RNA 1 (head to head)
8031617	8.84e-01	7.21e-01	0.3622118	-6.383736	0.0686633	ZNF444	zinc finger protein 444
8174684	8.84e-01	7.21e-01	-0.3621518	-6.383758	-0.1234605	NKRF	NFKB repressing factor
7947266	8.84e-01	7.21e-01	-0.3621334	-6.383765	-0.0833647		
7920114	8.84e-01	7.21e-01	0.3620673	-6.383789	0.1872842	THEM4	thioesterase superfamily member 4
8041853	8.84e-01	7.21e-01	0.3619014	-6.38385	0.3508264	EPCAM	epithelial cell adhesion molecule
8175455	8.84e-01	7.21e-01	0.3617349	-6.383911	0.1057044	MIR504	microRNA 504
7894625	8.84e-01	7.21e-01	0.3617325	-6.383912	0.1831808		
7895146	8.84e-01	7.21e-01	0.361702	-6.383923	0.2902404		
7945989	8.84e-01	7.21e-01	-0.3616899	-6.383927	-0.089515		
8098554	8.84e-01	7.21e-01	-0.3616869	-6.383928	-0.0673004		
8120717	8.84e-01	7.21e-01	-0.3614417	-6.384018	-0.1004468		
8067877	8.84e-01	7.21e-01	-0.3614352	-6.384021	-0.1592397	ABCC13///ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)///ATP binding cassette subfamily C member 13 (pseudogene)
7920123	8.84e-01	7.21e-01	0.3613238	-6.384062	0.2735299	S100A10	S100 calcium binding protein A10
7895281	8.84e-01	7.21e-01	-0.3612978	-6.384071	-0.1659359		
8136471	8.84e-01	7.21e-01	0.361164	-6.38412	0.2211316		
8130009	8.84e-01	7.21e-01	-0.3611461	-6.384127	-0.1687422		
7897026	8.84e-01	7.22e-01	-0.3610738	-6.384153	-0.0810659	CALML6	calmodulin like 6
8009552	8.84e-01	7.22e-01	0.3610072	-6.384178	0.1302467	C17orf80	chromosome 17 open reading frame 80
8053551	8.84e-01	7.22e-01	-0.3608983	-6.384217	-0.067776	REEP1	receptor accessory protein 1
7895002	8.84e-01	7.22e-01	0.3607784	-6.384261	0.2222424		
8056359	8.84e-01	7.22e-01	0.3607735	-6.384263	0.10174	SNORA70F	small nucleolar RNA, H/ACA box 70F
7893459	8.84e-01	7.22e-01	-0.3606842	-6.384296	-0.1627951		
7894947	8.84e-01	7.22e-01	0.3604837	-6.384369	0.1966407		
7892718	8.84e-01	7.22e-01	-0.3603412	-6.384421	-0.1267762		
8163672	8.84e-01	7.22e-01	0.3603296	-6.384425	0.079501	PAPPA-AS1	PAPPA antisense RNA 1
8126878	8.84e-01	7.22e-01	-0.3601647	-6.384486	-0.4455764	RHAG	Rh-associated glycoprotein
7905742	8.84e-01	7.22e-01	-0.3601633	-6.384486	-0.049366		
8061517	8.84e-01	7.22e-01	0.3601261	-6.3845	0.0423995		
8154491	8.84e-01	7.22e-01	0.3601212	-6.384501	0.0953346	ADAMTSL1	ADAMTS like 1
7894197	8.84e-01	7.22e-01	-0.3600457	-6.384529	-0.1716003		
8072436	8.84e-01	7.22e-01	0.3599934	-6.384548	0.0669497	INPP5J	inositol polyphosphate-5-phosphatase J
7944767	8.84e-01	7.22e-01	0.3599247	-6.384573	0.0659944		
8162311	8.84e-01	7.22e-01	-0.3599178	-6.384576	-0.1280356		
8043379	8.84e-01	7.22e-01	-0.3599064	-6.38458	-0.0451576		
8131155	8.85e-01	7.22e-01	-0.359812	-6.384614	-0.0841106	IQCE	IQ motif containing E
7894433	8.85e-01	7.22e-01	-0.3597507	-6.384637	-0.0994647		
8104607	8.85e-01	7.23e-01	-0.3595803	-6.384699	-0.2149803		
7981161	8.85e-01	7.23e-01	-0.3595359	-6.384715	-0.1181102	SYNE3	spectrin repeat containing nuclear envelope family member 3
8100734	8.85e-01	7.23e-01	-0.3594657	-6.384741	-0.0777954	UGT2B17	UDP glucuronosyltransferase family 2 member B17
7902623	8.85e-01	7.23e-01	0.3594442	-6.384748	0.0517325	DNASE2B	deoxyribonuclease 2 beta
8148951	8.85e-01	7.23e-01	0.3594117	-6.38476	0.0755832	ZNF252P-AS1	ZNF252P antisense RNA 1
8091883	8.85e-01	7.23e-01	0.3593644	-6.384777	0.0427116		
8103867	8.85e-01	7.23e-01	-0.3593489	-6.384783	-0.0910127	WWC2-AS2	WWC2 antisense RNA 2
7988227	8.85e-01	7.23e-01	0.3592525	-6.384818	0.0772938	SERINC4	serine incorporator 4
8009183	8.85e-01	7.23e-01	-0.3592251	-6.384828	-0.1415444	MAP3K3	mitogen-activated protein kinase kinase kinase 3
7945241	8.85e-01	7.23e-01	-0.3591521	-6.384855	-0.0966824	C11orf44	chromosome 11 open reading frame 44
8024306	8.85e-01	7.23e-01	-0.3590766	-6.384882	-0.1049118	APC2	APC2, WNT signaling pathway regulator
8147687	8.85e-01	7.23e-01	-0.3590625	-6.384887	-0.1735297		
7915516	8.85e-01	7.23e-01	-0.3589661	-6.384923	-0.0880264	MED8	mediator complex subunit 8
7985192	8.85e-01	7.23e-01	-0.3588645	-6.38496	-0.0713994	HYKK	hydroxylysine kinase
8002005	8.85e-01	7.23e-01	0.3588408	-6.384968	0.0695373	KCTD19	potassium channel tetramerization domain containing 19
7977771	8.85e-01	7.23e-01	-0.3588209	-6.384975	-0.0869318	OR10G2	olfactory receptor family 10 subfamily G member 2
7927872	8.85e-01	7.23e-01	-0.3588075	-6.38498	-0.0668224		
8040288	8.85e-01	7.23e-01	0.3587564	-6.384999	0.0712339		
7917790	8.85e-01	7.23e-01	-0.3587554	-6.384999	-0.0896053		
8020889	8.85e-01	7.23e-01	0.358726	-6.38501	0.1302498	ZNF397	zinc finger protein 397
8016159	8.85e-01	7.23e-01	-0.3586594	-6.385034	-0.1598935	DCAKD	dephospho-CoA kinase domain containing
8047505	8.85e-01	7.23e-01	0.3586145	-6.38505	0.0927926	KIAA2012	KIAA2012
7955873	8.85e-01	7.23e-01	0.3585419	-6.385077	0.0599564	HOXC6///HOXC4	homeobox C6///homeobox C4
7966225	8.85e-01	7.23e-01	-0.3585136	-6.385087	-0.05344		
8030035	8.85e-01	7.23e-01	-0.3584693	-6.385103	-0.0829088	GRWD1	glutamate rich WD repeat containing 1
7894335	8.85e-01	7.23e-01	-0.3584612	-6.385106	-0.2083687		
8052654	8.85e-01	7.23e-01	-0.3584265	-6.385119	-0.363875	PELI1	pellino E3 ubiquitin protein ligase 1
7931977	8.85e-01	7.23e-01	0.3584193	-6.385121	0.0668471	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
7922095	8.85e-01	7.24e-01	-0.3583674	-6.38514	-0.1087833	MPC2	mitochondrial pyruvate carrier 2
8154233	8.85e-01	7.24e-01	-0.3583633	-6.385142	-0.2191332	CD274	CD274 molecule
8024497	8.85e-01	7.24e-01	-0.3583449	-6.385148	-0.0829451	THOP1	thimet oligopeptidase 1
8040417	8.85e-01	7.24e-01	-0.3583245	-6.385156	-0.1228021		
8013431	8.85e-01	7.24e-01	-0.3583186	-6.385158	-0.1045804	AKAP10	A-kinase anchoring protein 10
8055992	8.85e-01	7.24e-01	0.3582852	-6.38517	0.0621712	ACVR1C	activin A receptor type 1C
7895034	8.85e-01	7.24e-01	0.3580935	-6.38524	0.2511911		
7988713	8.85e-01	7.24e-01	0.3580464	-6.385257	0.0543292	TRPM7	transient receptor potential cation channel subfamily M member 7
8065388	8.85e-01	7.24e-01	-0.3580398	-6.385259	-0.0679801	CST11	cystatin 11
8046488	8.85e-01	7.24e-01	0.3580192	-6.385267	0.2430192	CDCA7	cell division cycle associated 7
8029465	8.85e-01	7.24e-01	-0.3579736	-6.385283	-0.1400811	BCL3	B-cell CLL/lymphoma 3
8001046	8.85e-01	7.24e-01	0.3579148	-6.385305	0.0947332	ZNF843	zinc finger protein 843
7893887	8.85e-01	7.24e-01	0.3578047	-6.385345	0.1183522		
8139812	8.85e-01	7.24e-01	0.3574642	-6.385468	0.0569821		
7915404	8.85e-01	7.24e-01	0.3574239	-6.385483	0.0840665	GUCA2A	guanylate cyclase activator 2A
8076747	8.85e-01	7.24e-01	0.3574205	-6.385484	0.0984456	LOC642648	translation initiation factor IF-2
7986922	8.85e-01	7.24e-01	-0.357395	-6.385493	-0.1120341	GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A	golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A
7968732	8.85e-01	7.24e-01	-0.3573066	-6.385525	-0.057879		
7979658	8.85e-01	7.24e-01	-0.3571986	-6.385564	-0.0590438	GPX2	glutathione peroxidase 2
7938118	8.85e-01	7.24e-01	0.3571254	-6.385591	0.0662988	DNHD1	dynein heavy chain domain 1
8065652	8.85e-01	7.24e-01	0.3570274	-6.385626	0.0742646	SUN5	Sad1 and UNC84 domain containing 5
8146353	8.85e-01	7.25e-01	0.3569054	-6.38567	0.0899004		
7906417	8.85e-01	7.25e-01	-0.3568441	-6.385693	-0.0808582	CADM3	cell adhesion molecule 3
7994058	8.85e-01	7.25e-01	0.3567877	-6.385713	0.0706176	SCNN1G	sodium channel epithelial 1 gamma subunit
7924450	8.85e-01	7.25e-01	0.3567831	-6.385715	0.2555242	DUSP10	dual specificity phosphatase 10
8029829	8.85e-01	7.25e-01	0.3567802	-6.385716	0.098261	LOC400707	uncharacterized LOC400707
8143663	8.85e-01	7.25e-01	-0.3567313	-6.385733	-0.1356439	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
8001529	8.86e-01	7.25e-01	0.3565013	-6.385817	0.1457128		
7912589	8.86e-01	7.25e-01	0.3564914	-6.38582	0.06365		
8165658	8.86e-01	7.25e-01	-0.3564872	-6.385822	-0.1695917	MTND2P28	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 28
7908988	8.86e-01	7.25e-01	0.3563972	-6.385854	0.1939431	SNRPE	small nuclear ribonucleoprotein polypeptide E
7989680	8.86e-01	7.25e-01	-0.3563957	-6.385855	-0.1070043	PIF1	PIF1 5'-to-3' DNA helicase
8035083	8.86e-01	7.25e-01	0.3563885	-6.385857	0.1969315	CYP4F2	cytochrome P450 family 4 subfamily F member 2
7981288	8.86e-01	7.25e-01	0.3562909	-6.385893	0.0868151		
7995340	8.86e-01	7.25e-01	0.356215	-6.38592	0.0955393		
7908328	8.86e-01	7.25e-01	0.3561126	-6.385957	0.1019902		
8002987	8.86e-01	7.25e-01	0.3560376	-6.385984	0.1979871	CMC2	C-X9-C motif containing 2
7951271	8.86e-01	7.25e-01	-0.3560325	-6.385986	-0.0608745	MMP1	matrix metallopeptidase 1
8156844	8.86e-01	7.25e-01	-0.3559696	-6.386009	-0.0499317		
8026496	8.86e-01	7.25e-01	-0.3558257	-6.386061	-0.0952964	LINC00661	long intergenic non-protein coding RNA 661
7973020	8.86e-01	7.25e-01	-0.3556752	-6.386115	-0.0805433		
8109505	8.86e-01	7.26e-01	0.3556479	-6.386125	0.0765012	PPP1R2P3	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 3
7937341	8.86e-01	7.26e-01	0.3555959	-6.386144	0.0861533	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
8071547	8.86e-01	7.26e-01	0.3555594	-6.386157	0.1122978	UBE2L3	ubiquitin conjugating enzyme E2 L3
8156404	8.86e-01	7.26e-01	0.3554325	-6.386202	0.1446695	CARD19	caspase recruitment domain family member 19
7903676	8.86e-01	7.26e-01	-0.3552955	-6.386252	-0.0937842	ATXN7L2	ataxin 7 like 2
7900710	8.86e-01	7.26e-01	-0.3551728	-6.386296	-0.0465647	SZT2	seizure threshold 2 homolog (mouse)
8038913	8.86e-01	7.26e-01	-0.3550733	-6.386332	-0.1422218	ZNF649	zinc finger protein 649
7895757	8.86e-01	7.26e-01	-0.3550225	-6.38635	-0.1225536		
8005836	8.86e-01	7.26e-01	-0.355013	-6.386354	-0.0886575	PPY2P	pancreatic polypeptide 2, pseudogene
8129271	8.86e-01	7.26e-01	-0.3549956	-6.38636	-0.0439506		
7916384	8.86e-01	7.26e-01	-0.3549788	-6.386366	-0.083974	CDCP2	CUB domain containing protein 2
8019699	8.86e-01	7.26e-01	0.3549622	-6.386372	0.1198777	KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	keratin associated protein 4-7///keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11///keratin associated protein 4-2///keratin associated protein 4-5///keratin associated protein 4-4///keratin associated protein 4-12///keratin associated protein 4-6///keratin associated protein 4-7
8068938	8.86e-01	7.26e-01	-0.3549325	-6.386383	-0.0780321	RRP1	ribosomal RNA processing 1
8131583	8.86e-01	7.26e-01	0.3548362	-6.386417	0.1935578	BZW2	basic leucine zipper and W2 domains 2
7896551	8.86e-01	7.26e-01	0.3547921	-6.386433	0.1072317		
8126119	8.86e-01	7.26e-01	-0.3547369	-6.386453	-0.1639884		
7929497	8.86e-01	7.26e-01	0.354669	-6.386477	0.0684337	ACSM6	acyl-CoA synthetase medium-chain family member 6
7972016	8.86e-01	7.26e-01	0.3545814	-6.386509	0.1190455		
7895878	8.86e-01	7.26e-01	-0.3545536	-6.386519	-0.1212661		
8001131	8.86e-01	7.26e-01	-0.3545434	-6.386523	-0.0548451		
7961595	8.86e-01	7.26e-01	0.354526	-6.386529	0.0586064	RERGL	RERG like
7893743	8.86e-01	7.26e-01	-0.3545212	-6.386531	-0.226685		
8170863	8.86e-01	7.26e-01	-0.3545089	-6.386535	-0.0807927	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
7975482	8.86e-01	7.26e-01	-0.354446	-6.386558	-0.1750979	RGS6	regulator of G-protein signaling 6
7987468	8.86e-01	7.26e-01	0.3544374	-6.386561	0.0390383		
8141768	8.86e-01	7.26e-01	0.3543629	-6.386587	0.1011829	RASA4B///RASA4CP///POLR2J4///RASA4	RAS p21 protein activator 4B///RAS p21 protein activator 4C, pseudogene///RNA polymerase II subunit J4, pseudogene///RAS p21 protein activator 4
8176570	8.86e-01	7.27e-01	-0.3541948	-6.386648	-0.1137928	DUX4	double homeobox 4
7998967	8.86e-01	7.27e-01	0.3540763	-6.38669	0.0856997	ZSCAN32	zinc finger and SCAN domain containing 32
8095566	8.86e-01	7.27e-01	0.3539694	-6.386729	0.1824586	MOB1B	MOB kinase activator 1B
8079149	8.87e-01	7.27e-01	-0.3538725	-6.386764	-0.1158834		
7893567	8.87e-01	7.27e-01	-0.3538568	-6.386769	-0.1522216		
8100754	8.87e-01	7.27e-01	0.353782	-6.386796	0.0653276		
